Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Category,Community
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 520,GRADCTR D 520 521,GRADCTR D 520 521‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 520,GRADCTR D 520 522,GRADCTR D 520 522‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 520,GRADCTR D 520 524,GRADCTR D 520 524‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 520,GRADCTR D 520 525,GRADCTR D 520 525‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 520,GRADCTR D 520 526,GRADCTR D 520 526‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 501,GREG A 501,GREG A 501‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 501,GREG A 501,GREG A 501‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 501,GREG A 501,GREG A 501‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 502,GREG A 502,GREG A 502‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 502,GREG A 502,GREG A 502‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 502,GREG A 502,GREG A 502‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 503,GREG A 503,GREG A 503‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 503,GREG A 503,GREG A 503‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 503,GREG A 503,GREG A 503‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 506,GREG A 506,GREG A 506‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 506,GREG A 506,GREG A 506‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 506,GREG A 506,GREG A 506‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 507,GREG A 507,GREG A 507‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 507,GREG A 507,GREG A 507‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 507,GREG A 507,GREG A 507‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 511,GREG A 511,GREG A 511‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 511,GREG A 511,GREG A 511‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 511,GREG A 511,GREG A 511‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605‐3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 611,GREG A 611,GREG A 611‐1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 611,GREG A 611,GREG A 611‐2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 611,GREG A 611,GREG A 611‐3,Triple,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 113,HARKNESS 113,HARKNESS 113‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 113,HARKNESS 113,HARKNESS 113‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 117,HARKNESS 117,HARKNESS 117‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 117,HARKNESS 117,HARKNESS 117‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 213,HARKNESS 213,HARKNESS 213‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 213,HARKNESS 213,HARKNESS 213‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 217,HARKNESS 217,HARKNESS 217‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 217,HARKNESS 217,HARKNESS 217‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 230,HARKNESS 230,HARKNESS 230‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 230,HARKNESS 230,HARKNESS 230‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 301,HARKNESS 301,HARKNESS 301‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 301,HARKNESS 301,HARKNESS 301‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 302,HARKNESS 302,HARKNESS 302‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 302,HARKNESS 302,HARKNESS 302‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 306B,HARKNESS 306B,HARKNESS 306B‐1,Single,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 308,HARKNESS 308,HARKNESS 308‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 308,HARKNESS 308,HARKNESS 308‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 314,HARKNESS 314,HARKNESS 314‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 314,HARKNESS 314,HARKNESS 314‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 329,HARKNESS 329,HARKNESS 329‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 329,HARKNESS 329,HARKNESS 329‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 330,HARKNESS 330,HARKNESS 330‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 330,HARKNESS 330,HARKNESS 330‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 410,HARKNESS 410,HARKNESS 410‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 410,HARKNESS 410,HARKNESS 410‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 422,HARKNESS 422,HARKNESS 422‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 422,HARKNESS 422,HARKNESS 422‐2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 430,HARKNESS 430,HARKNESS 430‐1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 430,HARKNESS 430,HARKNESS 430‐2,Double,,CoEd,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 1,HOPE 107,HOPE 107,HOPE 107‐1,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 1,HOPE 107,HOPE 107,HOPE 107‐2,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 1,HOPE 112,HOPE 112,HOPE 112‐1,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 1,HOPE 112,HOPE 112,HOPE 112‐2,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 2,HOPE 215,HOPE 215,HOPE 215‐1,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 2,HOPE 215,HOPE 215,HOPE 215‐2,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 303,HOPE 303,HOPE 303‐1,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 303,HOPE 303,HOPE 303‐2,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 307,HOPE 307,HOPE 307‐1,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 307,HOPE 307,HOPE 307‐2,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 315,HOPE 315,HOPE 315‐1,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 315,HOPE 315,HOPE 315‐2,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 317,HOPE 317,HOPE 317‐1,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 3,HOPE 317,HOPE 317,HOPE 317‐2,Double,,Female,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 4,HOPE 403,HOPE 403,HOPE 403‐1,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 4,HOPE 403,HOPE 403,HOPE 403‐2,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 4,HOPE 415,HOPE 415,HOPE 415‐1,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 4,HOPE 415,HOPE 415,HOPE 415‐2,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 4,HOPE 417,HOPE 417,HOPE 417‐1,Double,,Male,Spring General Housing Selection
HOPE COLLEGE,HOPE FL 4,HOPE 417,HOPE 417,HOPE 417‐2,Double,,Male,Spring General Housing Selection
KING HOUSE,KING FL 2,KING 208,KING 208,KING 208‐1,Double,,CoEd,Spring General Housing Selection
KING HOUSE,KING FL 2,KING 208,KING 208,KING 208‐2,Double,,CoEd,Spring General Housing Selection
KING HOUSE,KING FL 3,KING 303,KING 303,KING 303‐1,Double,,CoEd,Spring General Housing Selection
KING HOUSE,KING FL 3,KING 303,KING 303,KING 303‐2,Double,,CoEd,Spring General Housing Selection
MACHADO HOUSE,MACHADO FL 3,MACHADO 323,MACHADO 323,MACHADO 323‐1,Single,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 119,MARCY 119,MARCY 119‐1,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 119,MARCY 119,MARCY 119‐2,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 119,MARCY 119,MARCY 119‐3,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 121,MARCY 121,MARCY 121‐1,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 121,MARCY 121,MARCY 121‐2,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 125,MARCY 125,MARCY 125‐1,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 125,MARCY 125,MARCY 125‐2,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 204,MARCY 204,MARCY 204‐1,Single,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 1,MARCY 206,MARCY 206,MARCY 206‐1,Single,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 219,MARCY 219,MARCY 219‐1,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 219,MARCY 219,MARCY 219‐2,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 219,MARCY 219,MARCY 219‐3,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 221,MARCY 221,MARCY 221‐1,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 221,MARCY 221,MARCY 221‐2,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 241,MARCY 241,MARCY 241‐1,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 241,MARCY 241,MARCY 241‐2,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 301,MARCY 301,MARCY 301‐1,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 301,MARCY 301,MARCY 301‐2,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 302,MARCY 302,MARCY 302‐1,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 2,MARCY 302,MARCY 302,MARCY 302‐2,Double,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 3,MARCY 319,MARCY 319,MARCY 319‐1,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 3,MARCY 319,MARCY 319,MARCY 319‐2,Triple,,CoEd,Spring General Housing Selection
MARCY HOUSE,MARCY FL 3,MARCY 319,MARCY 319,MARCY 319‐3,Triple,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 102,NEWPEM 3 102,NEWPEM 3 102‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 102,NEWPEM 3 102,NEWPEM 3 102‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 107,NEWPEM 3 107,NEWPEM 3 107‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 107,NEWPEM 3 107,NEWPEM 3 107‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 108,NEWPEM 3 108,NEWPEM 3 108‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 108,NEWPEM 3 108,NEWPEM 3 108‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 109,NEWPEM 3 109,NEWPEM 3 109‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 109,NEWPEM 3 109,NEWPEM 3 109‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 110,NEWPEM 3 110,NEWPEM 3 110‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 110,NEWPEM 3 110,NEWPEM 3 110‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 111,NEWPEM 3 111,NEWPEM 3 111‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 111,NEWPEM 3 111,NEWPEM 3 111‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 113,NEWPEM 3 113,NEWPEM 3 113‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 113,NEWPEM 3 113,NEWPEM 3 113‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 115,NEWPEM 3 115,NEWPEM 3 115‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 115,NEWPEM 3 115,NEWPEM 3 115‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 117,NEWPEM 3 117,NEWPEM 3 117‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 1,NEWPEM 3 117,NEWPEM 3 117,NEWPEM 3 117‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 201,NEWPEM 3 201,NEWPEM 3 201‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 201,NEWPEM 3 201,NEWPEM 3 201‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 207,NEWPEM 3 207,NEWPEM 3 207‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 207,NEWPEM 3 207,NEWPEM 3 207‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 208,NEWPEM 3 208,NEWPEM 3 208‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 208,NEWPEM 3 208,NEWPEM 3 208‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 209,NEWPEM 3 209,NEWPEM 3 209‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 209,NEWPEM 3 209,NEWPEM 3 209‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 210,NEWPEM 3 210,NEWPEM 3 210‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 210,NEWPEM 3 210,NEWPEM 3 210‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 211,NEWPEM 3 211,NEWPEM 3 211‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 211,NEWPEM 3 211,NEWPEM 3 211‐2,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 213,NEWPEM 3 213,NEWPEM 3 213‐1,Double,,CoEd,Spring General Housing Selection
NEW PEMBROKE 3,NEWPEM 3 FL 2,NEWPEM 3 213,NEWPEM 3 213,NEWPEM 3 213‐2,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 1,OLNEY 112,OLNEY 112,OLNEY 112‐1,Single,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 201,OLNEY 201,OLNEY 201‐1,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 201,OLNEY 201,OLNEY 201‐2,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 202,OLNEY 202,OLNEY 202‐1,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 202,OLNEY 202,OLNEY 202‐2,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 217,OLNEY 217,OLNEY 217‐1,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 217,OLNEY 217,OLNEY 217‐2,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 222,OLNEY 222,OLNEY 222‐1,Single,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 235,OLNEY 235,OLNEY 235‐1,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 235,OLNEY 235,OLNEY 235‐2,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 236,OLNEY 236,OLNEY 236‐1,Double,,CoEd,Spring General Housing Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 236,OLNEY 236,OLNEY 236‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 103,PERKINS 103,PERKINS 103‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 103,PERKINS 103,PERKINS 103‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 113,PERKINS 113,PERKINS 113‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 113,PERKINS 113,PERKINS 113‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 114,PERKINS 114,PERKINS 114‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 114,PERKINS 114,PERKINS 114‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 115,PERKINS 115,PERKINS 115‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 115,PERKINS 115,PERKINS 115‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 116,PERKINS 116,PERKINS 116‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 116,PERKINS 116,PERKINS 116‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 117,PERKINS 117,PERKINS 117‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 117,PERKINS 117,PERKINS 117‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 118,PERKINS 118,PERKINS 118‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 118,PERKINS 118,PERKINS 118‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 119,PERKINS 119,PERKINS 119‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 119,PERKINS 119,PERKINS 119‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 120,PERKINS 120,PERKINS 120‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 120,PERKINS 120,PERKINS 120‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 121,PERKINS 121,PERKINS 121‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 121,PERKINS 121,PERKINS 121‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 122,PERKINS 122,PERKINS 122‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 122,PERKINS 122,PERKINS 122‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 123,PERKINS 123,PERKINS 123‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 123,PERKINS 123,PERKINS 123‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 124,PERKINS 124,PERKINS 124‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 124,PERKINS 124,PERKINS 124‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 125,PERKINS 125,PERKINS 125‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 125,PERKINS 125,PERKINS 125‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 126,PERKINS 126,PERKINS 126‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 126,PERKINS 126,PERKINS 126‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 127,PERKINS 127,PERKINS 127‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 127,PERKINS 127,PERKINS 127‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 128,PERKINS 128,PERKINS 128‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 128,PERKINS 128,PERKINS 128‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 129,PERKINS 129,PERKINS 129‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 129,PERKINS 129,PERKINS 129‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 130,PERKINS 130,PERKINS 130‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 130,PERKINS 130,PERKINS 130‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 131,PERKINS 131,PERKINS 131‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 131,PERKINS 131,PERKINS 131‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 132,PERKINS 132,PERKINS 132‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 132,PERKINS 132,PERKINS 132‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 133,PERKINS 133,PERKINS 133‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 133,PERKINS 133,PERKINS 133‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 136,PERKINS 136,PERKINS 136‐1,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 136,PERKINS 136,PERKINS 136‐2,Double,,CoEd,Spring General Housing Selection
PERKINS HALL,PERKINS FL 1,PERKINS 137,PERKINS 137,PERKINS 137‐1,Double,,CoEd,Spring General Housing Selection
