Building,Floor,Suite,Room,Bed,Room Type,"Suite Size (ifapplicable)",Room Category,Community
DIMAN HOUSE,DIMAN FL 4,DIMAN 427,DIMAN 427,DIMAN 427-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 428,DIMAN 428,DIMAN 428-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 428,DIMAN 428,DIMAN 428-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 429,DIMAN 429,DIMAN 429-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 429,DIMAN 429,DIMAN 429-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 431,DIMAN 431,DIMAN 431-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 431,DIMAN 431,DIMAN 431-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 127,GODDARD 127,GODDARD 127-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 127,GODDARD 127,GODDARD 127-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 201,GODDARD 201,GODDARD 201-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 201,GODDARD 201,GODDARD 201-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 202,GODDARD 202,GODDARD 202-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 202,GODDARD 202,GODDARD 202-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 217,GODDARD 217,GODDARD 217-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 217,GODDARD 217,GODDARD 217-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 221,GODDARD 221,GODDARD 221-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 223,GODDARD 223,GODDARD 223-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 223,GODDARD 223,GODDARD 223-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 227,GODDARD 227,GODDARD 227-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 227,GODDARD 227,GODDARD 227-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 230,GODDARD 230,GODDARD 230-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 240,GODDARD 240,GODDARD 240-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 242,GODDARD 242,GODDARD 242-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 242,GODDARD 242,GODDARD 242-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 244A,GODDARD 244A,GODDARD 244A-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 244B,GODDARD 244B,GODDARD 244B-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 245,GODDARD 245,GODDARD 245-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 245,GODDARD 245,GODDARD 245-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 247,GODDARD 247,GODDARD 247-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 247,GODDARD 247,GODDARD 247-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 248,GODDARD 248,GODDARD 248-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 248,GODDARD 248,GODDARD 248-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 301,GODDARD 301,GODDARD 301-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 301,GODDARD 301,GODDARD 301-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 302,GODDARD 302,GODDARD 302-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 302,GODDARD 302,GODDARD 302-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 306A,GODDARD 306A,GODDARD 306A-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 306B,GODDARD 306B,GODDARD 306B-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 308,GODDARD 308,GODDARD 308-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 308,GODDARD 308,GODDARD 308-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 313,GODDARD 313,GODDARD 313-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 315,GODDARD 315,GODDARD 315-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 316,GODDARD 316,GODDARD 316-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 317,GODDARD 317,GODDARD 317-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 319,GODDARD 319,GODDARD 319-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 323,GODDARD 323,GODDARD 323-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 323,GODDARD 323,GODDARD 323-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 327,GODDARD 327,GODDARD 327-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 327,GODDARD 327,GODDARD 327-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 330,GODDARD 330,GODDARD 330-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 334,GODDARD 334,GODDARD 334-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 335,GODDARD 335,GODDARD 335-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 336,GODDARD 336,GODDARD 336-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 338,GODDARD 338,GODDARD 338-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 402,GODDARD 402,GODDARD 402-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 402,GODDARD 402,GODDARD 402-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 406,GODDARD 406,GODDARD 406-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 406,GODDARD 406,GODDARD 406-2,Double,,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 22,GRADCTR A 220 222-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 22,GRADCTR A 220 223-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 22,GRADCTR A 220 224-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 22,GRADCTR A 220 225-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 24,GRADCTR A 240 241-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 24,GRADCTR A 240 243-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 24,GRADCTR A 240 244-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 24,GRADCTR A 240 245-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 24,GRADCTR A 240 246-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 31,GRADCTR A 310 314-,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 31,GRADCTR A 310 315-,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 32,GRADCTR A 320 322-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 34,GRADCTR A 340 342-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 34,GRADCTR A 340 343-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 34,GRADCTR A 340 344-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 34,GRADCTR A 340 345-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 34,GRADCTR A 340 346-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 41,GRADCTR A 410 411-,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 41,GRADCTR A 410 412-,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 41,GRADCTR A 410 414-,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 42,GRADCTR A 420 421-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 42,GRADCTR A 420 422-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 42,GRADCTR A 420 423-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 42,GRADCTR A 420 425-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 42,GRADCTR A 420 426-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 51,GRADCTR A 510 511-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 51,GRADCTR A 510 512-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 51,GRADCTR A 510 513-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 51,GRADCTR A 510 515-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 52,GRADCTR A 520 522-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 52,GRADCTR A 520 523-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 52,GRADCTR A 520 524-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 54,GRADCTR A 540 541-,Single (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 61,GRADCTR A 610 612-,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 61,GRADCTR A 610 614-,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 61,GRADCTR A 610 615-,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 62,GRADCTR A 620 625-,Single (Suite/Apartment),6.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 64,GRADCTR A 640 641-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 64,GRADCTR A 640 642-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 64,GRADCTR A 640 643-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 64,GRADCTR A 640 645-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 64,GRADCTR A 640 646-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 11,GRADCTR B 110 112-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 11,GRADCTR B 110 113-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 11,GRADCTR B 110 114-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 11,GRADCTR B 110 115-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 12,GRADCTR B 120 121-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 12,GRADCTR B 120 122-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 12,GRADCTR B 120 123-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 12,GRADCTR B 120 124-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 12,GRADCTR B 120 125-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 14,GRADCTR B 140 141-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 14,GRADCTR B 140 142-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 14,GRADCTR B 140 143-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 14,GRADCTR B 140 144-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 14,GRADCTR B 140 145-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 21,GRADCTR B 210 211-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 21,GRADCTR B 210 213-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 21,GRADCTR B 210 214-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 21,GRADCTR B 210 215-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 21,GRADCTR B 210 216-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 22,GRADCTR B 220 221-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 22,GRADCTR B 220 222-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 22,GRADCTR B 220 223-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 22,GRADCTR B 220 224-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 23,GRADCTR B 230 231-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 23,GRADCTR B 230 232-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 23,GRADCTR B 230 233-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 23,GRADCTR B 230 234-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 23,GRADCTR B 230 235-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 24,GRADCTR B 240 241-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 24,GRADCTR B 240 242-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 24,GRADCTR B 240 243-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 24,GRADCTR B 240 244-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 24,GRADCTR B 240 245-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 31,GRADCTR B 310 311-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 31,GRADCTR B 310 312-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 31,GRADCTR B 310 313-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 31,GRADCTR B 310 314-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 31,GRADCTR B 310 315-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 31,GRADCTR B 310 316-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 32,GRADCTR B 320 321-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 32,GRADCTR B 320 322-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 32,GRADCTR B 320 323-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 32,GRADCTR B 320 324-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 32,GRADCTR B 320 325-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 330,GRADCTR B 330 33,GRADCTR B 330 331-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 330,GRADCTR B 330 33,GRADCTR B 330 332-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 330,GRADCTR B 330 33,GRADCTR B 330 334-,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 34,GRADCTR B 340 342-,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 34,GRADCTR B 340 344-,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 34,GRADCTR B 340 345-,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 41,GRADCTR B 410 411-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 41,GRADCTR B 410 412-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 41,GRADCTR B 410 413-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 41,GRADCTR B 410 414-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 41,GRADCTR B 410 415-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 41,GRADCTR B 410 416-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 42,GRADCTR B 420 421-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 42,GRADCTR B 420 422-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 42,GRADCTR B 420 423-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 42,GRADCTR B 420 424-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 42,GRADCTR B 420 425-,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 43,GRADCTR B 430 431-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 43,GRADCTR B 430 432-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 43,GRADCTR B 430 433-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 43,GRADCTR B 430 434-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 43,GRADCTR B 430 435-,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
